Year,Word,Count,Count_unique
1970,consolation,1,1
1970,fortune,3,2
1970,worth,1,1
1970,everythingi,1,1
1970,reason,6,3
1970,onand,1,1
1970,bendohbring,1,1
1970,woodcome,1,1
1970,mecome,1,1
1970,highway,2,1
1970,perpetual,1,1
1970,ponder,1,1
1970,motion,1,1
1970,bendyeahdo,1,1
1970,saycome,1,1
1970,gettins,1,1
1970,bendyeahohcatch,1,1
1970,hitch,1,1
1970,sinkin,1,1
1970,fix,1,1
1970,bendohyou,1,1
1970,conversation,1,1
1970,behindcome,1,1
1970,neons,1,1
1970,banjo,1,1
1970,rearrange,1,1
1970,frozen,1,1
1970,saying,1,1
1970,moment,10,2
1970,uncurled,1,1
1970,links,1,1
1970,kinks,1,1
1970,missing,1,1
1970,someplace,2,1
1970,reach,2,1
1970,gloveand,1,1
1970,lovethis,1,1
1970,beats,1,1
1970,shining,1,1
1970,whispering,1,1
1970,misty,1,1
1970,helpless,1,1
1970,smiles,3,2
1970,fold,1,1
1970,eyesand,1,1
1970,sighthis,1,1
1970,rhythm,3,2
1970,dayi,1,1
1970,soft,1,1
1970,beside,2,2
1970,slips,1,1
1970,dayfor,1,1
1970,trace,1,1
1970,shamewhy,1,1
1970,cruel,2,1
1970,foolgot,1,1
1970,throw,2,2
1970,myso,1,1
1970,appreciate,1,1
1970,complain,1,1
1970,chains,5,2
1970,allits,1,1
1970,confined,1,1
1970,awaywhy,1,1
1970,makeoh,1,1
1970,sitting,1,1
1970,confuse,2,1
1970,prison,2,1
1970,serve,2,1
1970,emotions,1,1
1970,foolits,1,1
1970,opens,1,1
1970,says,3,3
1970,cares,2,1
1970,beware,1,1
1970,forgets,1,1
1970,mood,1,1
1970,reaches,1,1
1970,dresses,1,1
1970,lived,2,2
1970,queen,5,1
1970,everythinway,1,1
1970,taught,2,1
1970,aboard,1,1
1970,moved,2,1
1970,dancer,2,1
1970,queenyou,1,1
1970,minemississippi,1,1
1970,dudes,3,1
1970,bread,1,1
1970,vicksburg,1,1
1970,kicks,2,1
1970,canto,1,1
1970,cajun,1,1
1970,everythinthis,1,1
1970,werea,2,1
1970,beg,3,1
1970,mineyou,1,1
1970,louisiana,1,1
1970,pardon,3,1
1970,whoah,1,1
1970,mississippi,5,1
1970,lacka,6,1
1970,shacka,6,1
1970,places,1,1
1970,boom,6,1
1970,cmon,1,1
1970,groove,1,1
1970,boonka,3,1
1970,ha,1,1
1970,soundin,2,1
1970,nittygritty,1,1
1970,musics,5,1
1970,boo,3,1
1970,ticket,4,2
1970,lettermy,1,1
1970,lettershe,1,1
1970,letterwell,1,1
1970,aeroplanegive,1,1
1970,anywayi,1,1
1970,mister,2,1
1970,anywaygive,1,1
1970,letteri,1,1
1970,aeroplane,2,1
1970,amie,10,1
1970,belle,10,1
1970,bells,4,1
1970,waits,4,1
1970,je,3,2
1970,merci,4,1
1970,les,2,1
1970,blue,4,2
1970,dis,2,1
1970,apres,2,1
1970,tout,2,1
1970,amaze,3,1
1970,beau,2,1
1970,substitute,2,1
1970,te,2,1
1970,jours,2,1
1970,adore,3,1
1970,alive,1,1
1970,pack,1,1
1970,papers,1,1
1970,cannon,1,1
1970,bags,1,1
1970,explanation,2,1
1970,lingers,1,1
1970,pay,1,1
1970,underneath,2,1
1970,guns,1,1
1970,blood,3,1
1970,cool,1,1
1970,friendly,2,1
1970,nearest,2,1
1970,sedan,2,1
1970,hop,2,1
1970,pictures,2,1
1970,candy,2,1
1970,vehicle,7,1
1970,stranger,2,1
1970,lovable,2,1
1970,goodÌ,2,1
1970,metronome,2,1
1970,doingÌ,1,1
1970,canÌ,2,1
1970,bell,2,1
1970,iÌ,3,1
1970,gotcha,1,1
1970,Ì,1,1
1970,ainÌ,1,1
1970,gimma,6,1
1970,swings,2,1
1970,gimme,95,1
1970,boogaloo,1,1
1970,dat,63,1
1970,ding,15,1
1970,thatÌ,4,1
1970,ringing,2,1
1970,70s,1,1
1970,mcnamarabarrycretecos,1,1
1970,2,1,1
1970,nighttime,1,1
1970,til,1,1
1970,hits,1,1
1970,vol,1,1
1970,delfi4110aolcom,1,1
1970,mcnamara,2,1
1970,doggone,6,1
1970,denied,1,1
1970,closer,2,1
1970,theooh,2,1
1970,expression,1,1
1970,shall,2,1
1970,heavenwell,1,1
1970,fountain,1,1
1970,story,1,1
1970,nightohhh,1,1
1970,afraidcome,1,1
1970,lovehow,1,1
1970,travel,3,2
1970,roof,5,1
1970,heavenaah,1,1
1970,yesterdays,1,1
1970,heavenstaystay,1,1
1970,ladder,6,1
1970,combine,1,1
1970,singcant,1,1
1970,cindy,1,1
1970,comeup,1,1
1970,aahh,1,1
1970,illuminate,1,1
1970,loveliness,1,1
1970,mmm,3,2
1970,isand,1,1
1970,becloser,1,1
1970,across,5,2
1970,hoo,2,2
1970,wowhere,1,1
1970,thirty,1,1
1970,playin,8,1
1970,moveplayin,4,1
1970,midnight,1,1
1970,excited,1,1
1970,travelin,12,1
1970,state,1,1
1970,militia,1,1
1970,baggage,1,1
1970,seven,2,1
1970,wowoh,1,1
1970,hotel,1,1
1970,fightin,1,1
1970,saturday,24,2
1970,memphis,1,1
1970,bandtake,1,1
1970,fussin,1,1
1970,wow,1,1
1970,bandlisten,1,1
1970,rhyme,1,1
1970,saturdaylaugh,1,1
1970,saturdays,3,1
1970,miles,2,1
1970,morningcome,4,1
1970,saturdayspend,1,1
1970,gonecome,3,1
1970,rings,1,1
1970,flashin,1,1
1970,screamin,1,1
1970,millionaires,1,1
1970,payin,1,1
1970,queens,1,1
1970,painted,1,1
1970,dues,1,1
1970,sign,1,1
1970,beads,1,1
1970,outside,1,1
1970,guitars,1,1
1970,thousand,1,1
1970,poetry,1,1
1970,meaning,2,1
1970,dough,1,1
1970,rugs,1,1
1970,incense,1,1
1970,track,4,1
1970,reciting,1,1
1970,cat,1,1
1970,parts,1,1
1970,surprised,2,2
1970,tails,1,1
1970,corner,3,1
1970,shack,17,1
1970,gather,1,1
1970,psychedelic,17,1
1970,sundown,1,1
1970,strobe,1,1
1970,allwithout,1,1
1970,barren,1,1
1970,alli,1,1
1970,cannot,1,1
1970,ashes,1,1
1970,conquered,2,1
1970,bare,1,1
1970,despair,1,1
1970,sweetheart,1,1
1970,goodness,1,1
1970,awakened,1,1
1970,livewithout,1,1
1970,breathe,1,1
1970,stumbling,1,1
1970,dawning,1,1
1970,rumors,1,1
1970,throne,4,1
1970,question,1,1
1970,perhaps,1,1
1970,sisters,1,1
1970,loud,1,1
1970,ridin,1,1
1970,rock,1,1
1970,smog,1,1
1970,somethin,1,1
1970,year,4,1
1970,stardust,4,1
1970,billion,3,1
1970,cog,1,1
1970,shotgun,1,1
1970,million,1,1
1970,gotto,1,1
1970,celebration,1,1
1970,woodstock,1,1
1970,nation,1,1
1970,devils,1,1
1970,farmers,1,1
1970,butterflies,1,1
1970,roll,1,1
1970,carbon,3,1
1970,yasgurs,1,1
1970,garden,4,1
1970,learnin,1,1
1970,bargain,1,1
1970,pin,1,1
1970,burst,1,1
1970,bubble,1,1
1970,bind,2,1
1970,againdont,1,1
1970,least,2,1
1970,dontcha,2,1
1970,youwhat,2,1
1970,againwhat,1,1
1970,germs,1,1
1970,againahh,1,1
1970,pneumonia,1,1
1970,songlook,1,1
1970,book,3,1
1970,chansonlook,1,1
1970,insane,1,1
1970,seule,1,1
1970,songwish,1,1
1970,theyve,16,1
1970,nest,1,1
1970,upside,1,1
1970,ont,3,1
1970,songla,1,1
1970,brain,2,1
1970,changÃ,3,1
1970,chanson,2,1
1970,cooked,1,1
1970,cest,1,1
1970,faire,1,1
1970,bon,1,1
1970,songwell,1,1
1970,estceque,1,1
1970,brainils,1,1
1970,bone,1,1
1970,tied,1,1
1970,pas,1,1
1970,ils,2,1
1970,chicken,1,1
1970,peux,1,1
1970,bag,1,1
1970,plastic,1,1
1970,lawell,1,1
1970,stone,1,1
1970,yeahwalk,1,1
1970,crywalk,1,1
1970,sow,1,1
1970,stones,1,1
1970,perfection,1,1
1970,mile,13,1
1970,reservations,1,1
1970,ahurtin,1,1
1970,reap,1,1
1970,mercywalk,1,1
1970,instead,1,1
1970,accuse,4,1
1970,throwing,1,1
1970,criticize,4,1
1970,yeahand,1,1
1970,mmmwalk,1,1
1970,ghettos,1,1
1970,total,1,1
1970,shoesnow,1,1
1970,shoeswalk,1,1
1970,strike,1,1
1970,careful,1,1
1970,grace,1,1
1970,common,1,1
1970,shoesthere,1,1
1970,angel,1,1
1970,karma,1,1
1970,abuse,4,1
1970,ego,1,1
1970,thrill,9,1
1970,openarmed,1,1
1970,although,1,1
1970,bethe,1,1
1970,sorry,1,1
1970,somedaythe,1,1
1970,shouldyou,1,1
1970,wedding,1,1
1970,schemes,1,1
1970,prayer,4,1
1970,everythingmy,1,1
1970,lure,1,1
1970,youno,2,1
1970,hopes,4,1
1970,deceive,1,1
1970,keeping,1,1
1970,babymy,1,1
1970,dearest,2,1
1970,armsits,1,1
1970,darlings,1,1
1971,flyer,1,1
1971,understood,1,1
1971,fun,1,1
1971,fine,10,8
1971,rider,1,1
1971,always,31,14
1971,cars,2,2
1971,shootin,2,1
1971,helped,1,1
1971,sonofagun,1,1
1971,mejoy,5,1
1971,joy,19,2
1971,straight,2,1
1971,throw,4,3
1971,jeremiah,1,1
1971,sweet,76,17
1971,king,1,1
1971,friend,14,7
1971,id,38,14
1971,wine,1,1
1971,war,4,4
1971,never,74,30
1971,ladies,1,1
1971,make,28,20
1971,deep,15,4
1971,blue,12,5
1971,know,144,50
1971,mine,9,7
1971,away,47,23
1971,boys,22,4
1971,meif,2,2
1971,winesingin,1,1
1971,sea,9,4
1971,meyou,2,2
1971,bars,1,1
1971,bullfrog,1,1
1971,love,198,45
1971,mighty,1,1
1971,life,21,16
1971,said,50,20
1971,fishes,6,1
1971,im,106,40
1971,rainbow,2,2
1971,sonofagunjoy,1,1
1971,single,6,4
1971,girls,14,4
1971,tell,63,22
1971,high,1,1
1971,yousing,1,1
1971,word,5,4
1971,good,45,20
1971,adrink,1,1
1971,world,36,13
1971,spoil,8,1
1971,one,68,22
1971,rather,3,3
1971,ive,35,20
1971,baby,92,18
1971,messed,1,1
1971,youre,69,22
1971,long,18,13
1971,heard,16,8
1971,along,8,4
1971,noticing,1,1
1971,bad,14,4
1971,give,49,13
1971,care,14,5
1971,prove,1,1
1971,need,41,19
1971,time,49,29
1971,ashamed,1,1
1971,whole,11,3
1971,ever,9,8
1971,someone,4,4
1971,youve,24,9
1971,chance,2,1
1971,ill,42,19
1971,say,57,25
1971,guarantee,1,1
1971,really,22,8
1971,sad,7,5
1971,come,77,31
1971,satisfy,1,1
1971,afraid,7,4
1971,else,4,4
1971,sock,5,2
1971,brought,2,2
1971,face,8,7
1971,true,9,7
1971,like,137,34
1971,bunch,8,1
1971,oh,127,31
1971,girl,48,15
1971,wont,33,14
1971,apple,8,1
1971,mind,18,10
1971,happy,7,5
1971,dream,7,5
1971,try,13,7
1971,guy,3,3
1971,look,19,13
1971,hurt,7,4
1971,could,30,13
1971,dont,136,41
1971,help,12,6
1971,told,9,8
1971,laplease,1,1
1971,roundand,1,1
1971,falling,5,3
1971,still,14,7
1971,let,47,21
1971,heartand,1,1
1971,go,39,21
1971,makes,15,4
1971,win,3,2
1971,tomorrow,3,3
1971,think,17,11
1971,sorrow,3,2
1971,rustles,1,1
1971,shining,4,4
1971,see,45,26
1971,younger,2,2
1971,misty,3,3
1971,mend,7,1
1971,memories,4,3
1971,days,24,10
1971,shiningwhat,1,1
1971,live,14,8
1971,heart,22,12
1971,bywe,1,1
1971,la,112,5
1971,broken,7,1
1971,breeze,1,1
1971,sun,15,7
1971,againla,1,1
1971,gone,53,13
1971,da,79,2
1971,man,51,21
1971,everything,4,4
1971,please,9,6
1971,loser,2,1
1971,againda,1,1
1971,want,81,20
1971,trees,2,2
1971,round,13,4
1971,tomorrowbut,1,1
1971,downhow,2,2
1971,stop,10,5
1971,feel,26,17
1971,living,6,5
1971,rain,14,8
1971,show,18,14
1971,urchin,1,1
1971,virgin,4,1
1971,evolving,2,1
1971,story,5,4
1971,beauty,1,1
1971,lay,14,7
1971,sky,15,9
1971,self,2,2
1971,smoke,1,1
1971,tattooed,1,1
1971,looking,14,4
1971,bright,6,4
1971,donna,18,1
1971,year,6,2
1971,america,1,1
1971,south,7,4
1971,glows,2,2
1971,mutated,1,1
1971,seen,8,7
1971,psychedelic,1,1
1971,san,1,1
1971,drugs,1,1
1971,reincarnated,1,1
1971,francisco,1,1
1971,brown,9,2
1971,fall,13,6
1971,india,1,1
1971,feet,10,8
1971,till,5,4
1971,back,69,19
1971,woman,43,7
1971,lookingfordonnatime,4,1
1971,turns,1,1
1971,upon,14,6
1971,light,7,7
1971,going,16,6
1971,put,21,8
1971,gonna,52,20
1971,head,7,7
1971,got,88,28
1971,lifetime,4,2
1971,saw,11,5
1971,busted,2,2
1971,indian,1,1
1971,sixteen,7,3
1971,old,31,14
1971,well,37,21
1971,lie,5,4
1971,yogi,1,1
1971,earth,2,2
1971,rise,1,1
1971,eyescountry,1,1
1971,mountain,5,2
1971,virginia,5,1
1971,water,33,5
1971,momma,20,4
1971,miners,1,1
1971,lady,33,4
1971,drivin,1,1
1971,dark,5,4
1971,home,71,12
1971,dusty,1,1
1971,older,4,3
1971,mornin,3,3
1971,yesterdaycountry,1,1
1971,growin,2,2
1971,teardrops,1,1
1971,painted,1,1
1971,roadsi,1,1
1971,breezecountry,1,1
1971,hear,23,11
1971,roads,7,1
1971,ridge,1,1
1971,take,45,22
1971,get,69,23
1971,heaven,2,2
1971,gathered,3,2
1971,river,7,2
1971,mountains,2,1
1971,almost,2,2
1971,taste,6,3
1971,place,6,3
1971,roadscountry,1,1
1971,country,8,3
1971,belong,5,2
1971,hour,2,2
1971,road,7,4
1971,stranger,1,1
1971,reminds,1,1
1971,calls,2,2
1971,voice,2,2
1971,shenandoah,1,1
1971,roadsall,1,1
1971,west,5,1
1971,feeling,12,7
1971,yesterday,10,6
1971,radio,2,2
1971,moonshine,1,1
1971,far,22,5
1971,runnin,8,1
1971,knees,6,4
1971,plea,1,1
1971,cant,29,17
1971,seems,20,8
1971,day,41,20
1971,soon,13,8
1971,children,4,4
1971,pray,6,4
1971,rhapsody,1,1
1971,belongs,1,1
1971,imagination,8,1
1971,lucky,1,1
1971,heavenly,1,1
1971,truly,1,1
1971,tender,2,2
1971,doesnt,11,4
1971,maybe,4,3
1971,real,11,5
1971,another,24,10
1971,little,45,14
1971,met,7,3
1971,raise,2,2
1971,three,9,5
1971,even,11,9
1971,watch,5,4
1971,die,3,3
1971,reality,1,1
1971,surely,3,3
1971,enfold,1,1
1971,married,2,2
1971,two,16,12
1971,dear,1,1
1971,arms,2,2
1971,night,30,14
1971,fellas,2,2
1971,visualize,1,1
1971,forget,3,3
1971,every,17,14
1971,passes,1,1
1971,window,2,2
1971,lord,43,8
1971,couldnt,10,6
1971,family,6,4
1971,cozy,1,1
1971,darling,8,3
1971,string,2,2
1971,meet,4,2
1971,many,16,8
1971,ceiling,3,1
1971,hey,33,12
1971,playin,2,2
1971,sweetness,3,1
1971,tonight,9,3
1971,pull,5,4
1971,thats,31,16
1971,answer,10,4
1971,note,1,1
1971,alone,20,14
1971,adored,2,1
1971,means,10,2
1971,hallway,3,1
1971,apart,4,2
1971,us,22,10
1971,right,51,17
1971,twice,6,1
1971,ya,12,8
1971,doin,12,6
1971,youll,11,9
1971,body,2,2
1971,knock,3,1
1971,dancin,1,1
1971,music,2,2
1971,floor,3,3
1971,read,15,6
1971,aint,30,14
1971,wall,3,2
1971,times,10,4
1971,pipe,6,1
1971,dreams,7,6
1971,silence,2,1
1971,swayin,1,1
1971,attached,1,1
1971,mmhmm,1,1
1971,new,18,10
1971,coal,3,2
1971,blues,6,3
1971,red,2,2
1971,kentucky,1,1
1971,knewfreedoms,1,1
1971,faded,1,1
1971,lose,6,4
1971,flat,1,1
1971,windshield,1,1
1971,feelin,8,3
1971,rode,2,2
1971,baton,1,1
1971,yeahwoo,1,1
1971,driver,1,1
1971,easy,15,5
1971,thumbed,1,1
1971,near,4,3
1971,slappin,1,1
1971,hope,6,4
1971,secrets,1,1
1971,mcghee,7,1
1971,sang,4,1
1971,kinds,1,1
1971,done,8,5
1971,salinas,1,1
1971,shared,1,1
1971,yeahwell,2,2
1971,holdin,2,1
1971,enough,11,7
1971,trade,1,1
1971,tomorrows,2,2
1971,free,14,10
1971,harpoon,1,1
1971,way,33,22
1971,lover,3,2
1971,soul,20,10
1971,lookin,3,3
1971,wipers,1,1
1971,best,7,4
1971,waitin,5,2
1971,finds,1,1
1971,hon,1,1
1971,dirty,1,1
1971,mean,18,7
1971,hand,14,8
1971,yeah,85,20
1971,rouge,1,1
1971,mcgheela,1,1
1971,weather,3,2
1971,bobbys,2,1
1971,kept,3,2
1971,bandanna,1,1
1971,next,4,4
1971,soft,3,3
1971,song,13,8
1971,mcgheefrom,1,1
1971,rained,1,1
1971,pulled,1,1
1971,hes,14,7
1971,jeans,1,1
1971,yeahla,3,1
1971,nothin,11,2
1971,slip,1,1
1971,left,18,11
1971,call,20,9
1971,cmon,2,2
1971,california,1,1
1971,diesel,1,1
1971,coldone,1,1
1971,bobby,19,2
1971,train,14,4
1971,minefreedoms,1,1
1971,orleansi,1,1
1971,didnt,5,4
1971,wrapped,2,2
1971,guess,6,2
1971,cryin,2,2
1971,thinking,4,4
1971,late,2,2
1971,though,7,6
1971,nobody,3,3
1971,wanting,1,1
1971,wonder,3,3
1971,fact,1,1
1971,proven,1,1
1971,needing,2,2
1971,ha,1,1
1971,natural,1,1
1971,babyim,1,1
1971,canya,1,1
1971,found,3,3
1971,tired,7,1
1971,honey,2,2
1971,yeahawh,1,1
1971,sometimes,11,3
1971,greatest,1,1
1971,years,8,6
1971,uh,8,5
1971,hold,13,8
1971,tears,7,6
1971,people,22,11
1971,thrill,1,1
1971,misery,5,2
1971,spend,3,3
1971,accept,3,1
1971,experience,3,1
1971,field,1,1
1971,says,4,4
1971,bar,1,1
1971,tells,4,3
1971,lost,8,7
1971,lipstick,2,1
1971,stays,1,1
1971,somebody,23,5
1971,hears,1,1
1971,drinking,1,1
1971,although,1,1
1971,evening,2,1
1971,cards,1,1
1971,lying,2,1
1971,perfume,2,1
1971,ads,14,1
1971,news,2,1
1971,extra,4,1
1971,either,1,1
1971,trainee,3,1
1971,thinks,2,2
1971,cry,11,5
1971,collar,2,1
1971,nights,12,4
1971,fool,5,5
1971,playing,8,2
1971,side,4,4
1971,rescue,3,1
1971,find,20,11
1971,young,24,5
1971,aloud,1,1
1971,wanted,12,2
1971,preferred,3,1
1971,bitter,1,1
1971,turned,5,4
1971,snake,2,1
1971,might,5,4
1971,evil,1,1
1971,pat,2,1
1971,upside,1,1
1971,faces,27,2
1971,eyes,19,9
1971,proof,3,1
1971,within,3,2
1971,pretend,1,1
1971,lies,7,3
1971,smile,18,8
1971,frown,5,2
1971,beware,10,2
1971,proofsmiling,1,1
1971,smiling,25,1
1971,listen,5,5
1971,truth,7,2
1971,remember,13,6
1971,proofthe,1,1
1971,jealousy,2,1
1971,amen,1,1
1971,cause,17,13
1971,handshake,2,1
1971,lurks,1,1
1971,behind,2,2
1971,hides,2,1
1971,telling,6,3
1971,envyi,1,1
1971,traces,1,1
1971,understand,5,5
1971,advantage,1,1
1971,tease,2,1
1971,upset,1,1
1971,um,5,2
1971,somethin,2,2
1971,shes,45,8
1971,blame,1,1
1971,simple,2,2
1971,strange,2,2
1971,friends,7,4
1971,ah,8,3
1971,women,2,2
1971,oughta,3,2
1971,gotta,35,6
1971,huh,4,3
1971,substitute,1,1
1971,palms,1,1
1971,affectionately,1,1
1971,whoa,28,4
1971,sentimental,1,1
1971,ask,5,4
1971,ta,1,1
1971,happiness,1,1
1971,treat,32,2
1971,looks,3,2
1971,hum,7,2
1971,fail,2,2
1971,friendoh,1,1
1971,turn,9,7
1971,helping,1,1
1971,em,57,6
1971,spring,6,3
1971,wind,4,4
1971,friendif,1,1
1971,knocking,10,2
1971,nightyou,1,1
1971,ye,7,1
1971,clouds,4,3
1971,running,6,4
1971,keep,17,11
1971,north,2,2
1971,close,6,6
1971,winter,9,5
1971,cold,5,5
1971,darkest,1,1
1971,nothing,6,5
1971,name,9,5
1971,nowyou,1,1
1971,yeahaint,2,1
1971,loud,1,1
1971,begin,3,3
1971,blow,1,1
1971,brighten,3,2
1971,theyll,1,1
1971,yes,18,9
1971,together,7,4
1971,troubled,8,2
1971,full,4,4
1971,summer,6,3
1971,dooryou,1,1
1971,desert,1,1
1971,wherever,4,2
1971,afford,1,1
1971,star,2,2
1971,abovemr,1,1
1971,mr,9,1
1971,loveid,1,1
1971,havent,8,5
1971,ooh,17,10
1971,stlyricscom,1,1
1971,wear,2,2
1971,car,2,2
1971,clothes,1,1
1971,around,53,18
1971,lesson,1,1
1971,broke,2,2
1971,bit,4,3
1971,text,1,1
1971,higher,1,1
1971,break,4,4
1971,fancy,1,1
1971,learnedmr,1,1
1971,fooled,5,2
1971,return,1,1
1971,made,12,6
1971,satisfiedmr,1,1
1971,lovemr,1,1
1971,big,27,8
1971,lovenow,2,1
1971,hearts,4,3
1971,stuff,14,1
1971,crymr,1,1
1971,poor,2,1
1971,taken,4,3
1971,beating,1,1
1971,bound,1,1
1971,market,1,1
1971,hot,22,4
1971,boyfriends,1,1
1971,queen,3,3
1971,alright,3,2
1971,black,6,4
1971,gold,1,1
1971,orleans,2,2
1971,midnight,3,1
1971,scarred,1,1
1971,cotton,1,1
1971,school,1,1
1971,boy,12,6
1971,slave,1,1
1971,mama,17,5
1971,blood,2,2
1971,drums,1,1
1971,sold,1,1
1971,wonderin,2,2
1971,coast,1,1
1971,tent,1,1
1971,ship,1,1
1971,knows,7,4
1971,house,8,5
1971,whip,1,1
1971,bet,2,2
1971,fields,2,2
1971,slaver,1,1
1971,english,1,1
1971,runs,1,1
1971,sugar,11,3
1971,nowhoooo,1,1
1971,nearly,1,1
1971,forty,2,1
1971,since,7,3
1971,meani,2,1
1971,lee,2,2
1971,steppin,1,1
1971,meanbeen,1,1
1971,meanshes,1,1
1971,meanher,1,1
1971,meanso,1,1
1971,loved,5,4
1971,comes,18,6
1971,stared,1,1
1971,indeed,1,1
1971,four,3,3
1971,stay,15,7
1971,better,6,3
1971,meanyeah,1,1
1971,cared,1,1
1971,asked,3,2
1971,held,1,1
1971,meanand,1,1
1971,placeshe,1,1
1971,noticed,1,1
1971,dandy,2,1
1971,learn,2,2
1971,brave,1,1
1971,ringin,3,1
1971,brother,6,3
1971,danville,1,1
1971,swear,1,1
1971,65,1,1
1971,tennessee,1,1
1971,barely,1,1
1971,bestthe,1,1
1971,alive,34,5
1971,rebel,1,1
1971,singin,4,2
1971,drove,7,1
1971,dixie,6,1
1971,fell,2,2
1971,laid,1,1
1971,grave,1,1
1971,father,3,3
1971,quick,1,1
1971,bells,3,1
1971,chopping,1,1
1971,18,1,1
1971,defeatthe,1,1
1971,wood,2,2
1971,took,6,4
1971,working,2,2
1971,tore,1,1
1971,e,6,2
1971,stand,4,3
1971,moneys,1,1
1971,leave,18,9
1971,rest,4,3
1971,came,4,4
1971,tracks,1,1
1971,cavalry,1,1
1971,nalike,1,1
1971,na,7,1
1971,hungry,2,2
1971,goes,13,4
1971,wellthe,1,1
1971,caine,2,1
1971,proud,4,2
1971,virgil,2,1
1971,yankee,1,1
1971,went,18,7
1971,richmond,1,1
1971,robert,1,1
1971,naback,1,1
1971,much,12,9
1971,wife,6,4
1971,lines,3,2
1971,talk,5,2
1971,punish,2,1
1971,mother,7,5
1971,onin,1,1
1971,everybody,5,4
1971,today,4,2
1971,ooo,3,1
1971,judge,6,2
1971,hate,4,3
1971,simply,2,2
1971,lovin,15,5
1971,babemother,1,1
1971,conquer,1,1
1971,picket,2,1
1971,ehehfather,1,1
1971,understanding,1,1
1971,wrong,8,7
1971,theres,25,15
1971,weve,16,7
1971,hair,5,5
1971,brutality,2,1
1971,signs,2,1
1971,crying,2,2
1971,dying,1,1
1971,whats,11,4
1971,bring,59,4
1971,escalate,1,1
1971,ohpicket,2,1
1971,admiral,1,1
1971,berth,1,1
1971,called,9,3
1971,melt,1,1
1971,notified,1,1
1971,piethe,1,1
1971,butter,3,1
1971,tea,1,1
1971,ring,2,2
1971,wouldnt,7,5
1971,thing,18,10
1971,boil,1,1
1971,cup,1,1
1971,pie,2,1
1971,gypsy,2,1
1971,bloody,1,1
1971,heads,6,1
1971,ground,5,2
1971,caused,3,2
1971,aroundget,2,1
1971,sorry,7,1
1971,albert,5,1
1971,believe,5,5
1971,sure,2,2
1971,pain,3,3
1971,hands,6,2
1971,halsey,1,1
1971,happen,2,2
1971,across,12,1
1971,anything,2,2
1971,uncle,5,1
1971,kettles,1,1
1971,easily,1,1
1971,awaywonder,1,1
1971,oughtta,1,1
1971,anytime,6,1
1971,warm,2,2
1971,goneaint,1,1
1971,darkness,3,3
1971,sunshine,17,6
1971,awayand,1,1
1971,trespassin,1,1
1971,shirt,1,1
1971,thank,1,1
1971,fence,2,1
1971,ohsign,1,1
1971,imagine,1,1
1971,sign,16,1
1971,seat,1,1
1971,tie,2,2
1971,scenery,3,1
1971,upstanding,1,1
1971,hed,2,2
1971,signsign,1,1
1971,kinda,1,1
1971,sinnersign,1,1
1971,kneel,1,1
1971,freaky,1,1
1971,hat,5,2
1971,membership,1,1
1971,longhaired,1,1
1971,sight,3,3
1971,apply,1,1
1971,jumped,1,1
1971,signnow,1,1
1971,god,7,5
1971,bout,6,5
1971,inside,5,3
1971,pen,2,2
1971,paper,1,1
1971,shot,2,2
1971,ughand,1,1
1971,supposed,2,2
1971,workin,1,1
1971,plate,1,1
1971,end,10,8
1971,anybody,2,2
1971,thinkin,1,1
1971,caught,3,3
1971,welcome,1,1
1971,eat,5,3
1971,blockin,3,1
1971,gives,2,2
1971,tucked,1,1
1971,nature,1,1
1971,woosign,1,1
1971,pay,6,3
1971,card,1,1
1971,yelled,1,1
1971,would,38,14
1971,signand,1,1
1971,penny,1,1
1971,passed,1,1
1971,mister,3,2
1971,breakin,5,2
1971,everywhere,5,2
1971,anda,1,1
1971,messin,1,1
1971,heywell,1,1
1971,style,2,2
1971,dinner,1,1
1971,blessin,1,1
1971,minewell,2,1
1971,build,2,2
1971,okay,1,1
1971,grace,7,2
1971,flaunt,1,1
1971,without,18,8
1971,winner,1,1
1971,dish,1,1
1971,refuse,1,1
1971,something,8,7
1971,talkin,8,5
1971,kind,4,4
1971,hard,9,6
1971,pile,1,1
1971,asks,1,1
1971,youd,5,3
1971,clay,2,2
1971,abuse,2,2
1971,knowin,1,1
1971,respect,1,1
1971,nice,6,3
1971,minutes,3,1
1971,sheriff,3,1
1971,skins,1,1
1971,weight,3,1
1971,thibadoux,1,1
1971,cajun,1,1
1971,alligator,6,1
1971,legal,1,1
1971,snakewhen,1,1
1971,moseseverybody,1,1
1971,cloth,3,1
1971,knocked,1,1
1971,fortyfive,3,1
1971,mosesabout,1,1
1971,livin,8,4
1971,helluva,1,1
1971,makin,1,1
1971,thibodaux,2,1
1971,swamp,4,1
1971,trap,1,1
1971,pretty,7,4
1971,huntin,1,1
1971,use,4,3
1971,hunted,1,1
1971,alligators,1,1
1971,cat,5,2
1971,againi,1,1
1971,hanna,3,1
1971,rope,1,1
1971,law,1,1
1971,neck,2,2
1971,daddyd,1,1
1971,raised,6,2
1971,stumplouisiana,1,1
1971,bayouabout,2,1
1971,moses,3,1
1971,arm,1,1
1971,biggest,1,1
1971,meanest,1,1
1971,doc,3,1
1971,trappin,1,1
1971,lived,5,2
1971,milsap,3,1
1971,son,6,3
1971,elbowwell,1,1
1971,groceries,3,1
1971,bait,2,1
1971,blamed,1,1
1971,clean,1,1
1971,named,13,3
